reviews,sentiment
"The people who are reporting fit problems on the MCX male side aren't crazy. The product photo shows a series of tiny vertical relief cuts around the outer conductor of the MCX male connector that provides a kind of springiness that allows the male connector to flex slightly and then grab onto the internal components of the MCX female connector. Well, my pigtail was manufactured without those relief cuts. No amount of pressure will allow the male connector to be inserted in my NooElec RTL-SDR dongle, because there is no flex whatsoever. Needless to say, I am disappointed. Every photo of a MCX male plug that I've found online shows those relief cuts, so I assume they're part of the spec and this was just a massive screw-up by quality control. Maybe other people's MCX female ports have more flex to make up for it, but the plastic case of my RTL-SDR dongle won't even allow the rim of the male connector to pass. So now I'm stuck between drilling out the plastic case of the dongle and hoping for the best, or using some kind of tool to slice two vertical slits in the connector on the MCX male port.",0.0
"I live 35 miles from our local station towers. I live in a valley with the mountains near by, no large trees in the way and was still unable to receive any signals...",0.0
awful alarm clock. blue back light doesn't stay on and batteries run out very quickly.,0.0
The picture quality is garbage. And the second screen barely works and the speaker's don't work. I would like to find the person that sent me this garbage. Or Broke Garbage.,0.0
These were advertised to be for JayBird BlueBuds X but THEY DO NOT FIT. Zero points for a wrongly labeled Amazon posting.,0.0
"Terrible sound! This might satisfy a grade 3 student, as intended, but I even doubt that claim. The sound is like a child screeching, actually. Way too high in pitch, even with the &#34;tone&#34; adjustment. Classic cheap plastic Chinese workmanship to boot. Stay away. Has ABSOLUTELY nothing to do with the vintage Califone's. Thank goodness I bought this locally in NYC from a reputable store that enabled me to promptly return it hassle free.",0.0
Badly made product.  Cannot listen to CDs without stopping to reinsert CD..  I would not buy this brand again.,0.0
Speaker stopped working after a while. Now the static has gotten a lot worse. Can't even stand using it everything sounds like s***. Not even a year old. ugh.,0.0
"Second time I purchased this cable, Twice now they tear around the edges.<br />Will not buy again !",0.0
"This is the worst remote we have ever had. The buttons don't work. It looks like it has more options, but it very frustrating to use. I'm love technology and would not recommend this to anyone",0.0
The radio would not pick a station close plus it would play 95 fm when it was on 89.3 fm not worth the money it's junk,0.0
So little bass and tinny sound.  Have to return.  There must something wrong with them.,0.0
"I bought this warranty to go with a replacement bulb I bought for a Mitsubishi television. When I tried registering my product, the website wouldn't recognize my purchase",0.0
"Horrible design.  Difficult to install by yourself.  Screws that fit weren't long enough.  I've bought 4 different tv mounts, and this was by far the worst.  Difficult to attach and remove tv when necessary. Can't turn tv on an angle much because it's so close to the wall, maybe 15 degrees.  Spend the extra $10 for a better one. Ultimately,  the mount does its job, but would never purchase any design similar again.",0.0
No reception 20 miles from station.,0.0
Cheap wire. NOT oxygen free copper.,0.0
This piece of sh!t does not work for the note 5 wastebof money,0.0
"I bought a pair of these while on holiday in Las Vegas. After about three months the sound died in one earphone. When I contacted the company by e-mail, they basically, said, 'tough'. After sending model no. etc, their response was : 'I'm sorry to inform you that, we wont be able to ship back the unit to UK.We only ship the replacement units to USA or Canada.'<br />So bear it in mind if you buy these overseas and they stop working : you're on your own.<br />Sound quality wasn't that great but acceptable as long as you weren't anywhere busy. But basically, spend a little more and get better ones. With better after-sales service.",0.0
The headline for this item says it's stainless steel but but when you read the description is says it's zinc. I can confirm it is zinc casting and not nearly as nice as what is shown in the images. False advertising. I returned for refund.,0.0
this is my second set in a year that the speaker tears apart.. in the middle of a party speakers where less than a month old..<br />runing as B speakers from an ONKYO amp so not overpowered.,0.0
It stopped working the first day it got here. It's too fragile and it's already falling apart. I could of just brought the wire that comes with a hdmi mini instead of this horrible adapter.,0.0
3 of the 4 I ordered stopped working and wont charge after the first use. They were used in a flash light and lasted one night.,0.0
I've burned five so far and they all fail to read correctly in either of my players. Tried a different brand and all was fine.  Waste of money for me.,0.0
I so regret buying this. Its a large cell phone and has no functions as computer. Screen cracked in 5 places within months without being dropped or mishandled. Any other company would have tobfix screen for free but not apple!,0.0
"Piece of crap cables. Distorted sound after a month. Snow on the screen. Used to be great quality, not anymore. Every single one does the same thing.",0.0
"This item did not work at all. I spent a good deal of time researching personal cassette players on this site. I settled on this one for the &#34;bass boost.&#34; The packing looked original with one minor cut opening on a top corner. I installed brand new batteries only to find it did nothing. I tried different sets of new batteries just to make sure. Nothing worked. I'm highly disappointed. It was a plus that the item arrived earlier than the expected date. Too bad it doesn't work. I have requested a refund and return shipping. If they ship a working tape player, I will definitely share that too.",0.0
"After syncing them when my phone the music would drop in and out of connection. This occured when the speakers, and phone were less than 4 feet away. I am returning these. I connected them to both my phone and laptop to trouble shoot, both same results.",0.0
"I bought these from BestBuy a few weeks back, and I am incredibly disappointed with their shockingly poor quality.<br /><br />After using them regularly, I suddenly noticed that the left-channel was slightly softer than the right-channel. This situation continued until the audio in the right-channel unexpectedly decided one day to disappear entirely.<br /><br />I suspect that the wiring inside the earbud has broken, and this should tell you everything you need to know about its poor construction.<br /><br />Now, the left-channel is barely functioning and sounds muffled one minute and then fine the next. Again, I suspect the poor construction is the culprit.<br /><br />I could technically RMA them to Sony as it is within 30 days, but I don't see the point on wasting money on shipping that could go towards a better pair from a different manufacturer.<br /><br />Bottom line: Don't buy, or you'll regret it.",0.0
The amplifier made almost no difference in the reception.  I live 10-15 miles from the tower and most channels came in fine before using the amplifier.  I added the amplifier in hopes of improving the reception on the weak channels but it made almost no difference in how the weak channels performed.,0.0
"This cable functioned properly for just over a month, past the Amazon return period, and then shorted out. Other cables worked fine when substituted into the same system and connected to the same components (MacBook Pro and ACER monitor).",0.0
Poor quality bulb didn't last even a year,0.0
It stopped working within 5 minutes in the shower and never worked again. Trash. Don't waste your money.,0.0
Never worked right from the beginning with only one sub hooked up it would shut on and off as if there was a short until I hit the top then it would stay on for 10-20 minutes then start acting up again 3 out of the 4 channels would do it constantly as one would do it until i hit the top of the casing hard enough,0.0
This only works for three month and the bulb blow,0.0
"As far earbuds go, these are amazing, they sound espectacular, fit confortably in my ear, and best of all, will not fall when i am walking, jogging or running. So you may ask, why the poor rating, well, i've been using them for about two or three weeks, and last week the mic just stopped working, i tried running diagnostics on my phone  believing it could be the device, but everything turned out fine, then i try the same in my Relays and eventhoug my phone recognizes the michropone, the mic still did not work.<br /><br />so, it is a shame, the worst part is that  i was visiting the US, so, i can't just returned to get a new pair(which i would love) becuase of the shipping cost, and there are no SOL REPUBLIC stores in the country or any other kind of vendor, this just sucks",0.0
"it is sooo bad, it doesn't work smoothly even with the laptop and gives me a horrible noise",0.0
"I was replacing a previous SEIKO 8000 small handheld fantastic help for my crosswords. It looked smart and had, apparently more functions than the one I bought as an urgent replacement which has no shut down cover; fewer functions and I paid more over the odds for an inferior object.I daily see the same object I have advertised much cheaper than I paid. Daily I get frustrated with the lack nof info available on this object. The firm that delivered it did it swiftly as I paid extra for that - but I have the feeling I was taken for a ride by what I paid for it..<br />good for them.",0.0
"Loved the look and small footprint, but the sound was tinny and the unit failed after only 2 weeks.",0.0
"This is a cute little clock, but the one I got lost time rapidly.  You could watch the second hand stop and pause every few seconds.<br />I returned it and am still looking for a cheap clock that keeps good time.",0.0
Could never get it to work,0.0
"This is a worthless product. It worked decently for a little while. However, it just melted yesterday while I was charging it.",0.0
"Did not work with P-Touch PT-D200.  Adapter is 9V but only 1Amp.<br />The Brother AD24-ES power adapter is 9Volt and 1.6Amp.  When I tried to use this AC Adapter, the P-Touch read &#34;Battery Dead&#34; due to the insufficient amperage. Returning adapter. By the way, THANK YOU BROTHER FOR NOT INCLUDING AN AC ADAPTER WITH YOUR LABEL PRINTER!!!!!  I'm really enjoying hunting around for an AC adapter as if there is not enough minutia in life already to deal with.",0.0
"Wish I could give 0 stars. The wind destroyed this after a few weeks. First week or so, the aluminum loop in the back, ripped and fell off.<br />The plastic rotor area broke a week later.<br />The remote for the rotor works on similar frequencies as other remote controls. Everytime we'd scroll through Netflix or turn volume up/down - the antenna would move. Since there's no position indicator, takes a bit too reposition the antenna.<br />All things considered, I can find no reason to purchase this model. Other similar antennas might be better.",0.0
The adhesive wore out after just a few weeks and it fell off the back of my TV!,0.0
Not good at all.,0.0
"Awful quality the ear pieces (the mesh cover, the inside bits, all of them) start falling apart within a week of light uses<br />Buy another brand! Waste of money.",0.0
"This is made to look like quality, but it isn't.  The weaving came off one of the ends, apparently it only served as decoration.  The actual fiber optics are plastic, and were slightly warped, too.  You can find much better elsewhere.",0.0
I purchased this transformer for a baby blender. It doesn't have enough amps nor are they anywhere listed on the transformer or the specs. So basically it's useless to me.,0.0
"Hmmm, this may well be my first bad review.... This product broke after less than 2 months.<br />Opening the unit reveals the problem....the Headphone Jack secured to the motherboard with two dabs of hot glue? WTF!!!<br />HOT GLUE to hold a working jack to the motherboard it about as POS as electronics come.<br />Wait.... wait....  I suppose they could have used rubber cement or elmers glue!!<br />Oh, yes... the BT connection dropss you and reconnects frequently. Annnnnnd, unlike every other BT product, I keep having to readd/reauth this device with my phone.<br /><br />Verdict: Top Grade POS! Do Not Purchase this product!",0.0
it didnt work for me.still cant watch DVDs on Blu Ray after using product.when I put DVD in it says No Disc..this was 3rd lens cleaner I have purchased<br />I dont think its lens thats dirty.mY b something else.Its 3 yrs old,0.0
"Aweful quality, one ear did not work within 3 weeks of very light uses<br />buy another brand...my in ear Moki one also broke, even earier<br />will not buy this brand again",0.0
The product is not for the Garmin 255. The cable has a different entrance.,0.0
"No response, right out of the packet. With a tested 2.4A power supply, no picture is produced (not even a black picture, simply no signal; tested with a signal cleaner).<br />There wasn't even a switch where the NTSC/PAL switch was meant to be.",0.0
"Keyboard side stopped working in less than a year. Was great when it worked, but otherwise it's just a bulky remote.",0.0
"don't buy it, it works for only 1 week",0.0
"These pair fine with iphone and the work listening to music just fine.  They appear to pair with my laptop also, as evidenced by the bluetooh device manager, but will not play audio.  Sure I must be missing something and may be just a matter of finding the troubleshooting magic, BUT it should not be this difficult!",0.0
does not work with fire,0.0
Blub lasted only 1 month!!!  Do not purchase!!!,0.0
"Terrible product. Can't actually turn off the setting for the alarm so we had to set it for the middle of the afternoon just so it wouldn't disturb us at night. The labels for the knobs are so small they are almost impossible to read. It's going to Goodwill, I bought a better one",0.0
This worked for maybe a week.,0.0
"Loved the quality of sound, but these are a bad investment. Save your money! The wires disintegrate rather quickly. Forget about using these to workout out. At first I noticed a crack in one area and thought it was not a big deal, but shortly after I started seeing cracks all over the cord on the right headphone. I felt beaten down, wasted $100 at the time and got nothing to show for it.",0.0
Poor material quality; breaks easily,0.0
I couldn't get it to work on my phones or my wife's.,0.0
"I would not recommending on purchasing this product. The NFC connection is nice, but the sound quality is horrible. No matter of the volume level, the sound crackles.",0.0
"unfortunately I bought this a few months before my trip so I am unable to return it. It failed immediately upon my first use, blowing out part of the unit through the left side. I used something similar from Radio Shack for several years until it was dropped and broken. If you are going to  take a chance on this buy it shortly before you need it so it can be returned if it fails.",0.0
It died after a couple months use!,0.0
"Purchased this due to the high amazon reviews.  This is my third Onkyo receiver. For the first few weeks, I was impressed, lots of HDMI inputs, good sound quality, etc.  Approximately one month after owning, I would get intermittent video drop outs lasting 1-2 seconds. This happened maybe once every hours. Not a huge deal. Fast forawrd to 6 months and am now getting these every 5 seconds, each time lasting for 1-2 seconds. Can't watch anything due to this issue.<br /><br />I tried changing cables, changing inputs and even trying it on a small TV.  Nothing seems to work.  Called Onkyo who told me to take it to a local repair shop. After a week at the shop, I find out that this is not covered under warranty as I had purchased it from Focus Camera (resller on amazon) and not amazon.com.<br /><br />I now have a 40 lb paperweight that I need to replace.  Remember, you get what you pay for.",0.0
"Always Resets and you need to go through Assistance screen every time.  Extremely frustrating,",0.0
"Never got the bloody thing to work. Not only did I waste money buying it, but I even feel ripped by the electricity it took to charge it.",0.0
Works the first couple times but just stopped after about a week. NEVER Buy these if you want to keep you device charged,0.0
Housing looked very close to the original but would not fit. I considered swapping out the housing but the connector needed to be replaced as well and the wire connection method was different between the two.  Ordered from E&E Electronics.,0.0
"Terrible, broke within the first day. Does not have a plug. It uses 6 &#34;AA&#34; batteries. The display does not stay illuminated. It only comes on when a button is pushed.",0.0
"Doesn't seem to matter where I am at, I can only get one channel. I would look for another product!",0.0
"I bought this product from Amazon last year, because I wanted to try the 24-bit A/D conversion. (I don't notice any difference between 16-bit and this.)  After very little use, the changer mechanism froze in the open position.  We found that the mechanism could be shut by depressing a pin inside the changer, but it would no longer play CDs.  I called Yamaha, and they told me I could send it to a service center in Bayshore, NY.  That is about 100 miles from my house. Tough luck, customer.  Yamaha does not pay for shipping in either direction.  So I spent close to $50 to send the product via UPS and back.  Yes, they fixed it, but I don't know for how long. The wise ass who called to say it was ready accused me of forcing the drawer shut.  Of course, I had to force the drawer shut, otherwise, there was no way to send it for repair.<br /><br />I am not happy about the difficulty obtaining warranty service.<br /><br />I find the pause feature to be unsatisfactory.  If I leave it on pause for longer than a few minutes (I am not exactly sure for how long), pressing the button again will start the CD from the beginning, instead of where it was when I pressed pause.<br /><br />Next time I will avoid Yamaha.",0.0
Wrong cord,0.0
"Horrible sound.  Power button stopped working after two months and wouldn't take a charge.  Sharper Image (&#34;We don't really make these...&#34;) would not fulfill the &#34;Satisfaction Guaranteed or Full Refund&#34; promise that is clearly stated twice on the item description page, but when I called Amazon, I was able to get a replacement shipped to me at no cost.<br /><br />Stay away!",0.0
They didn't last 3 months. Wish I would have checked when the return date was.,0.0
I charged it fully as soon as I got it. It worked beautifully until I needed to charge it again. Now it wont charge and will play for about 30 seconds and then it dies. This is not a good product. Such a waste of money.,0.0
Doesn't work at all. Tried on other tvs and nothing. Good thing it was so inexpensive.,0.0
wrong cable,0.0
"Inserted the cable into the HD7 DJ and turned to lock it in place, only to have the silver protective cover break off. Not well made at all.",0.0
The bulb never did work at all.,0.0
THIS IA A BAD BAD KIT,0.0
Sound is ok. Main issue it constant Dropping of the Bluetooth Connection. Ended up sending it back.,0.0
"Easy to install, but doesn't wok.<br />The previous antenna we had worked better even thou did not have a signal amplifier",0.0
It doesn't work,0.0
"After only one week, these buds were ripped by completely normal usage. I've *never* had a pair of foam ear tips just fall apart like these ones did.<br /><br />As far as I'm concerned this was a waste of 15 bucks, especially since I bought the three size pack (not knowing which size was correct) and now the one size that fit is ripped and useless after only being used a few times.<br /><br />Sure, they may isolate well and fit comfortably, but they have absolutely no durability.",0.0
Did not work as expected,0.0
"The Bluetooth receiver is utter rubbish. Even with an upgraded antenna the range is only a few feet. Forget about keeping your phone in a pocket or anywhere else except at very close line of sight.<br /><br />I'm using an iPhone 5s to stream audio, and the phone itself has an excellent Broadcom Bluetooth chip.<br /><br />The other problem with the device is the ridiculous 36V wall adapter that sparks, and is indoor only.",0.0
bulb blew within a week.,0.0
"Had problems with the product losing signal after a working for a few seconds, could not get any useful support from manufacturer.  I'm sending the device back...",0.0
"Malfunction..... No bottom  ,can not open the radio  , change time or do anything<br /><br />Update ..as i live outside US and it cost me more to return it i try to loss  the screw and see inside it to find the problem what i found is that area of spark and wire for short circuit,!!! and this wire in contact with other part of circuit ,just i put a piece of paper ,,problem gone and work perfectly ...i think it is not new item as written...<br /><br />On2nd day ... Refund the order, but i lost the mony of shipping to out side US by DHL ... thanks to service",0.0
This charger only lasted a few days after delivery.  Overheated and melted the connection at the computer.  I wouldn't buy it again.,0.0
Very unhappy would not buy another one dose not pick up CH,0.0
Received &#34;new&#34; in package.  One of the ports didn't work properly.,0.0
I'll never buy these batteries again. The last four I received are complete junk.,0.0
Doesn't pick up channels well and wanders.  Paid too much money for this piece of junk,0.0
One of them was a dude and doesn't work .,0.0
This device  only works when charging<br /> Other  than that it does not come on. Please  help someone.,0.0
Doesnt work.  I ended up just buying the new xbox one.<br /><br />Dont spend your money.,0.0
Cable didn't work - I returned it.,0.0
"Another waste of hard earned cash here on Amazon!! This POS will not hold charge for more than 2.5 hours. Yes, I read the Fing reviews and still bought it... I keep vol setting on Roar at about 25%, leaving my iphone 6 plus at max vol and all I get is apathetic 2.5 hours on this CRAP!! Just an honest review for those that are on the fence from the made up reviews on this product. Don't waste your money.",0.0
"Purchased these in April of 2015. As of August 2015, after approximately 12 total hours of use, the left channel is completely dead.",0.0
The wire connection to the metal tips gives out.  Sometimes only the right or left speaker work and I have to twist the cord at a certain angle to have both speakers to output sound.  Not fun because I have to drive!  I turned on my radio and all speakers work so its for sure the cord.,0.0
I was excited to think I could still get these. However when I got them only one side worked. Alas disappointment.,0.0
The headphones constantly need to be repaired with almost every piece of equipment I have including phone and laptop. Also they broke on both sides where the headphones extended to help with fitting. I only had these for a week and had many issues such as the repair and them breaking from simple everyday use. Basically they cracked just by taking them off of my head. Do not recommend I wouldn't buy these if they cost less than 10 dollars.,0.0
They were broken when we got them.,0.0
Lamp failed in less than a month.  Returned for credit,0.0
"I bought these headphones 6 months ago. They're awful.<br /><br />- Sound quality is terrible; it's &#34;tinny&#34; and not crisp. Even with &#34;bass boost&#34; on the iPhone turned on the sound quality still has very little backing.<br />- The battery life on mine has gone from 6 hours to about 40 minutes.<br />- If you sweat (who doesn't when they exercise) and it gets into your ears they fall out VERY easily.<br />- If you're a runner it's even worse - having the controls on the right section of the ear weighs on the headphone and causes them to fall out easily.<br />- If the headphones get at all wet (again, who doesn't sweat while working out?) the crackle and sometimes go haywire as the indicator light flashes red and blue in a random sequence.<br /><br />In short: junk. Don't waste your money.",0.0
These batteries are terrible and the charge doesn't last as long as the batteries they were supposed to replace. I am less than please,0.0
"On first use, the micro-HDMI connector fit only loosely into the computer socket (brand new computer--nothing had ever been lugged in that socket before) so it would only erratically transmit a signal when the cord was jiggled to a particular position.  Returned as unusable.",0.0
"Literally the worst adapters you could buy. None of the four will actually fit anything in it. I guess you get what you pay for, but I'm unable to return it which is just the worst part",0.0
"I got it for free as a promotion<br />-they didn't fit anybody's head properly (except for this one stuffed animal we have)<br />-sound quality is lower than airplane earphones<br />-build quality is cheap, i could probably make these in my garage<br />-so flimsy that when i shake it up and down it is like a salt shaker dropping plastic shavings on my desk<br />-look so ugly i swear it was designed by shrek<br /><br />-the volume control and mic was nice i guess",0.0
"Has horrible sound! The bass it does have is like a generic sound and not the actual bass sound of music. Can't really describe it, it's like it has a generic thump sound for bass it can't handle. Don't buy go with other well known brands they might cost more but at least you will use and enjoy.",0.0
Product was horrible.  I ordered them because the price was cheaper than my usual product....should have and will stick with my other product.Printed on them and three days later ink was still as wet as it was the first moment I printed on them. Everything printed on them smeared something awful.<br />It was a waste of money.  All  can do is write on them with a permanent black marker and wait for them to dry.<br />Still have about 75-80 of them left because I hate to use them for anything. (unless I am low on printable DVDs and have to wait on my others to come in.<br />Don't waste your $.  Very disappointing.,0.0
"I was so excited about getting the Francois et Mimi wireless Bluetooth headphones. My excitement was quickly squashed once I received the headphones.<br /><br />The left earbud was missing it's cover rendering the headphones useless. The headphones came with an extra set of earbud covers, which made me hopeful that I would be able to easily fix them. Unfortunately, the replacement earbud covers did not even fit the earbuds. I'm a little confused as to why they even bothered to send replacement earbuds, knowing that they would not fit.<br /><br />Very disapointed all around. I ended up just throwing them out.",0.0
didnt work for my t.v.,0.0
Junk!,0.0
Doesnt work..,0.0
4 months after purchase the inline microphone and controls don't work.,0.0
lamp did not work!,0.0
Did not fit jaybird blue buds x. Although ad claimed to.,0.0
Din't charge my headphones at all,0.0
"Every time I start it I have to reset the volume. My head piece does not fit in the jack well at all, and every time I move the sound cuts out. I hate them. Will get rid of them.",0.0
broke quite quickly not well made.,0.0
Right earbud stopped working after 6 months. Don't waste your money.,0.0
"I was very excited to try Click n Dig because I am always looking for my keys, my remote and my cell phone. I liked the selection of colors, and thought the key rings were very cute.<br /><br /> I found my cell phone to be cumbersome with the Click n Dig stuck to the back of it, then it fell off within a week anyway, so that didn't last very long. The Click n Dig ended up falling off of my TV remote too! :(<br /><br />I did like the key chain, and I was able to find my keys with the remote. The Click and Dig also beeped when it was moved, so I was able to find my keys while riffling through my purse. However the Click N Dig did not know when I was not looking for it. It beeped every time it moved. The beeping was so constant and bothered me so much that I eventually just took it off of my key ring.",0.0
It turned out to be a lot thicker than I expected.,0.0
"Fake not by dre ,<br />Wasted time and money ...",0.0
